time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
31.155,0,0.10668,42.671,3.2537,37106,28.906,9.842,10.925,1650.3,519.85,589.74,1361.8,1204.1,14.755,18.258,330.23,1826.8,8340.9,1.1113,37.846,309.5,1824.7,7822.2,9.3871,0.019529,332.95,76.633,26.032,15.619
32.16,0,0.11012,44.048,3.3258,37733,28.724,9.9005,11.077,1660.8,519.93,591.19,1367.6,1208.2,14.763,18.34,335.44,1844,8361.3,1.1138,38.08,314.42,1841.7,7831.7,9.3665,0.019715,334.46,77.342,26.359,15.816
33.165,0,0.11356,45.425,3.3986,38370,28.549,9.9535,11.226,1671.3,520.01,592.66,1373.3,1212.1,14.772,18.423,340.66,1861.1,8381.6,1.1163,38.311,319.36,1858.7,7840.9,9.3469,0.019898,335.96,78.051,26.687,16.012
34.17,0,0.117,46.801,3.4856,39166,28.308,10.087,11.389,1683.7,520.09,594.1,1379.6,1217.3,14.78,18.521,346.65,1877.3,8403.6,1.1194,38.604,325.05,1874.7,7852,9.3255,0.020128,337.6,78.76,27.058,16.235
35.175,0,0.12045,48.178,3.5765,40022,28.09,10.254,11.551,1696,520.17,595.62,1386.3,1222.1,14.789,18.625,353.1,1894.5,8427.4,1.1227,38.881,331.15,1891.7,7864.2,9.3019,0.020349,339.34,79.469,27.461,16.477
36.18,0,0.12389,49.555,3.6692,40869,27.832,10.367,11.697,1709.3,520.26,597.17,1393.5,1227.8,14.799,18.73,359.41,1911.6,8450,1.1259,39.183,337.12,1908.7,7875,9.2855,0.02059,341.21,80.178,27.844,16.707
37.185,0,0.12733,50.932,3.7555,41679,27.614,10.455,11.829,1721.3,520.35,598.7,1400.2,1232.7,14.808,18.833,365.39,1928.2,8471.4,1.129,39.441,342.79,1925.1,7885,9.272,0.0208,342.97,80.829,28.211,16.927
38.19,0,0.13077,52.308,3.839,42405,27.391,10.532,11.945,1733,520.44,600.1,1406.5,1237.7,14.818,18.928,370.99,1943.3,8491,1.1319,39.703,348.1,1940,7893.9,9.2571,0.021012,344.6,81.452,28.548,17.129
39.195,0,0.13421,53.685,3.924,43134,27.169,10.611,12.053,1744.6,520.54,601.5,1412.7,1242.7,14.828,19.024,376.66,1958.5,8510.6,1.1349,39.965,353.47,1954.9,7902.9,9.2408,0.021224,346.22,82.075,28.888,17.333
40.2,0,0.13765,55.062,4.0096,43862,26.954,10.686,12.153,1756.2,520.64,602.91,1418.9,1247.6,14.838,19.12,382.34,1973.6,8530,1.1379,40.223,358.86,1969.9,7911.7,9.2241,0.021435,347.84,82.698,29.228,17.537
41.205,0,0.1411,56.438,4.0959,44589,26.743,10.755,12.246,1767.6,520.74,604.33,1425,1252.5,14.848,19.217,388.06,1988.8,8549.4,1.141,40.478,364.28,1984.8,7920.4,9.2068,0.021644,349.45,83.321,29.569,17.742
42.21,0,0.14454,57.815,4.1838,45314,26.53,10.823,12.332,1779.2,520.84,605.75,1431.1,1257.6,14.859,19.314,393.8,2003.9,8568.6,1.1442,40.738,369.73,1999.7,7928.9,9.1889,0.021856,351.05,83.945,29.91,17.946
43.215,0,0.14798,59.192,4.2736,46042,26.315,10.906,12.414,1791,520.94,607.17,1437.3,1262.9,14.87,19.413,399.62,2019,8587.9,1.1474,41,375.25,2014.6,7937.3,9.17,0.022071,352.66,84.568,30.254,18.153
44.22,0,0.15142,60.568,4.3625,46766,26.114,11.007,12.491,1802.3,521.05,608.61,1443.3,1267.9,14.881,19.511,405.41,2034.1,8606.9,1.1506,41.249,380.74,2029.5,7945.5,9.1515,0.022278,354.24,85.18,30.597,18.358
45.225,0,0.15486,61.945,4.4495,47456,25.921,11.097,12.56,1813.3,521.16,610,1449.1,1272.9,14.893,19.607,411.02,2048.7,8625.1,1.1538,41.492,386.06,2043.8,7953.2,9.1339,0.02248,355.76,85.777,30.927,18.556
46.23,0,0.1583,63.322,4.538,48143,25.728,11.188,12.623,1824.4,521.27,611.39,1454.9,1277.8,14.904,19.703,416.68,2063.2,8643.3,1.157,41.736,391.43,2058.1,7961,9.1147,0.022683,357.28,86.374,31.259,18.755
47.235,0,0.16175,64.699,4.6265,48816,25.542,11.273,12.677,1835.3,521.38,612.8,1460.6,1282.7,14.916,19.798,422.32,2077.8,8661.4,1.1602,41.976,396.78,2072.4,7968.5,9.0946,0.022884,358.79,86.972,31.589,18.954
48.24,0,0.16519,66.075,4.7155,49489,25.359,11.351,12.729,1846.1,521.5,614.21,1466.3,1287.6,14.928,19.894,427.97,2092.4,8679.4,1.1635,42.213,402.14,2086.7,7975.8,9.0748,0.023083,360.29,87.569,31.919,19.151
49.245,0,0.16863,67.452,4.8056,50163,25.185,11.385,12.776,1856.9,521.62,615.71,1472,1292.3,14.941,19.99,433.7,2106.9,8697.4,1.1669,42.446,407.57,2101,7982.6,9.0528,0.02328,361.8,88.166,32.253,19.352
50.25,0,0.17207,68.829,4.8964,50838,25.018,11.409,12.818,1867.6,521.74,617.25,1477.8,1297.1,14.954,20.087,439.47,2121.5,8715.4,1.1703,42.675,413.05,2115.3,7989.2,9.0315,0.023475,363.31,88.763,32.59,19.554
51.255,0,0.17551,70.205,4.9886,51553,24.856,11.435,12.852,1878.1,521.87,618.78,1483.5,1301.7,14.967,20.189,445.35,2135.9,8733.4,1.1739,42.9,418.62,2129.3,7995.8,9.0109,0.023668,364.81,89.351,32.934,19.761
52.26,0,0.17896,71.582,5.0767,52246,24.709,11.47,12.883,1887.9,521.99,620.21,1488.8,1306,14.98,20.29,450.99,2149.1,8750.3,1.1772,43.107,423.97,2142.2,8002,8.9938,0.023845,366.22,89.884,33.266,19.96
53.265,0,0.1824,72.959,5.1672,52931,24.553,11.513,12.91,1897.9,522.12,621.61,1494.1,1310.5,14.993,20.39,456.7,2162.1,8767.2,1.1807,43.322,429.39,2154.9,8008.4,8.9745,0.02403,367.63,90.416,33.599,20.16
54.27,0,0.18584,74.336,5.2587,53620,24.397,11.553,12.931,1907.9,522.25,623.03,1499.5,1314.9,15.007,20.492,462.45,2175.1,8784,1.1843,43.536,434.84,2167.6,8014.6,8.955,0.024214,369.04,90.949,33.934,20.361
55.275,0,0.18928,75.712,5.351,54311,24.222,11.59,12.948,1917.9,522.39,624.45,1504.8,1319.4,15.021,20.594,468.24,2188.2,8800.8,1.1879,43.748,440.33,2180.4,8020.8,8.9352,0.024397,370.44,91.482,34.271,20.562
56.28,0,0.19272,77.089,5.4442,55001,24.048,11.62,12.959,1927.8,522.52,625.88,1510.1,1323.9,15.035,20.696,474.03,2201.2,8817.4,1.1915,43.962,445.83,2193.1,8026.7,8.9156,0.024581,371.84,92.015,34.606,20.764
57.285,0,0.19616,78.466,5.5386,55693,23.878,11.647,12.968,1937.8,522.66,627.32,1515.3,1328.5,15.05,20.8,479.87,2214.3,8834,1.1953,44.175,451.37,2205.8,8032.6,8.8956,0.024766,373.23,92.548,34.944,20.966
58.29,0,0.19961,79.842,5.634,56388,23.71,11.673,12.992,1947.8,522.8,628.77,1520.6,1333,15.065,20.904,485.75,2227.4,8850.5,1.1991,44.387,456.95,2218.6,8038.4,8.8752,0.02495,374.62,93.08,35.283,21.17
59.295,0,0.20305,81.219,5.7232,57035,23.566,11.69,13.01,1956.9,522.95,630.17,1525.6,1337.1,15.079,21.004,491.32,2239.9,8866.3,1.2027,44.574,462.23,2230.8,8043.7,8.8571,0.025115,375.94,93.573,35.606,21.364
60.3,0,0.20649,82.596,5.8128,57649,23.415,11.711,13.026,1966,523.09,631.51,1530.4,1341.4,15.094,21.102,496.79,2251.9,8881.4,1.2062,44.769,467.42,2242.4,8048.9,8.838,0.025285,377.21,94.061,35.92,21.552
61.305,0,0.20993,83.973,5.9034,58268,23.266,11.731,13.037,1975.2,523.24,632.86,1535.2,1345.7,15.109,21.2,502.32,2264,8896.6,1.2099,44.962,472.67,2254,8054.1,8.8185,0.025455,378.5,94.549,36.237,21.742
62.31,0,0.21337,85.349,6.0007,58957,23.101,11.775,13.041,1984.9,523.39,634.21,1540.2,1350.4,15.124,21.306,508.16,2275.6,8912.3,1.2139,45.173,478.22,2265.3,8059.7,8.799,0.025639,379.82,95.036,36.57,21.942
63.315,0,0.21682,86.726,6.1039,59696,22.93,11.841,13.04,1995,523.55,635.59,1545.4,1355.2,15.14,21.418,514.39,2287.6,8928.8,1.2183,45.389,484.13,2276.9,8065.9,8.7773,0.025829,381.21,95.524,36.926,22.156
64.32,0,0.22026,88.103,6.2076,60440,22.76,11.9,13.034,2005,523.7,636.99,1550.7,1360.1,15.156,21.53,520.65,2299.7,8945.4,1.2227,45.6,490.07,2288.6,8071.9,8.7553,0.026016,382.6,96.012,37.282,22.369
65.325,0,0.2237,89.479,6.3126,61182,22.593,11.956,13.023,2015,523.86,638.39,1555.9,1365,15.172,21.643,526.94,2311.7,8962.3,1.2272,45.814,496.04,2300.2,8078.3,8.7336,0.026206,384,96.499,37.639,22.583
66.33,0,0.22714,90.856,6.4148,61908,22.443,12.005,13.008,2024.5,524.02,639.78,1561,1369.5,15.188,21.756,533.11,2323.6,8978.8,1.2316,46.012,501.9,2311.7,8084.4,8.7132,0.026383,385.36,96.968,37.991,22.795
67.335,0,0.23058,92.233,6.5149,62592,22.294,12.051,12.992,2033.8,524.19,641.12,1565.9,1374.1,15.205,21.864,539.07,2334.9,8994.6,1.2359,46.209,507.56,2322.6,8090.2,8.6932,0.026558,386.66,97.424,38.329,22.997
68.34,0,0.23402,93.61,6.6164,63280,22.146,12.106,12.972,2043.2,524.35,642.46,1570.8,1378.7,15.221,21.974,545.1,2346.2,9010.4,1.2403,46.405,513.28,2333.5,8095.9,8.6727,0.026735,387.96,97.881,38.669,23.202
69.345,0,0.23747,94.986,6.7188,63970,22,12.191,12.948,2052.5,524.52,643.8,1575.7,1383.2,15.238,22.084,551.16,2357.6,9026.2,1.2447,46.601,519.04,2344.4,8101.6,8.6521,0.02691,389.26,98.337,39.012,23.407
70.35,0,0.24091,96.363,6.8224,64604,21.826,11.964,12.903,2069.4,524.69,645.43,1579.2,1393.6,15.256,22.196,555.6,2368.8,9034.8,1.2474,46.932,523.32,2355.2,8099.1,8.6775,0.027176,390.19,98.794,39.225,23.535
71.355,0,0.24435,97.74,6.9484,65472,21.646,12.421,12.901,2073.3,524.86,646.58,1586.3,1393.9,15.273,22.315,564.48,2381.4,9060.2,1.2553,47.045,531.71,2367.3,8114.7,8.5975,0.027312,392.09,99.25,39.751,23.851
72.36,0,0.24779,99.116,7.0296,66056,21.588,12.416,12.873,2080,525.04,647.92,1590.3,1396.7,15.291,22.421,569.51,2391.8,9073.1,1.2584,47.174,536.46,2377.3,8117.9,8.5909,0.027428,393.15,99.707,40.045,24.027
73.365,0,0.25,100,7.1081,66734,21.531,12.471,12.835,2086,525.15,649.17,1594.4,1399.1,15.303,22.519,574.76,2402.3,9087,1.2624,47.264,541.41,2387.4,8122.5,8.5738,0.027521,394.25,100,40.356,24.214
74.37,0,0.25,100,7.0954,66757,21.598,12.394,12.824,2084.3,525.15,649.33,1594.2,1397.8,15.303,22.526,574.4,2403,9086.4,1.2617,47.211,541.04,2388.2,8120.9,8.5835,0.027476,394.19,100,40.349,24.21
75.375,0,0.25,100,7.0961,66747,21.591,12.401,12.826,2084.5,525.15,649.3,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.217,541.04,2388,8121,8.5826,0.027481,394.18,100,40.347,24.208
76.38,0,0.25,100,7.0961,66749,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
77.385,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
78.39,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
79.395,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
80.4,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
81.405,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
82.41,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
83.415,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
84.42,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
85.425,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
86.43,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
87.435,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
88.44,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
89.445,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
90.45,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
91.455,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
92.46,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
93.465,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
94.47,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
95.475,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
96.48,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
97.485,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
98.49,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
99.495,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
100.5,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
101.5,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
102.51,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
103.52,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
104.52,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
105.52,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
106.53,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
107.53,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
108.54,0,0.25,100,7.0961,66748,21.592,12.4,12.826,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
