time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
22.11,0,0.070849,28.34,2.4573,29361,31.144,8.7761,8.8148,1521.2,519.19,574.2,1291,1154,14.684,17.337,271.02,1622.8,8094.5,1.0845,34.896,253.51,1621.9,7693.2,9.5673,0.017265,314.63,68.23,22.24,13.344
23.115,0,0.074071,29.628,2.5339,30177,30.906,8.8766,9.0548,1534.6,519.24,575.73,1298.5,1159.1,14.69,17.427,276.93,1643.5,8120.5,1.0871,35.208,259.09,1642.6,7707.6,9.5527,0.017499,316.57,69.084,22.625,13.575
24.12,0,0.077292,30.917,2.6037,30944,30.726,8.9512,9.2602,1546.4,519.29,577.22,1305.5,1163.3,14.695,17.515,282.45,1663.5,8144.9,1.0894,35.465,264.29,1662.5,7720.8,9.5425,0.017696,318.37,69.874,22.99,13.794
25.125,0,0.080513,32.205,2.6747,31650,30.503,9.0264,9.4538,1558.6,519.34,578.59,1312.1,1168.2,14.701,17.596,287.77,1681.9,8167.5,1.0918,35.753,269.33,1680.8,7733.1,9.528,0.017912,320.07,70.638,23.332,13.999
26.13,0,0.083734,33.494,2.7464,32354,30.287,9.0998,9.6338,1570.7,519.4,579.97,1318.6,1173.1,14.707,17.679,293.12,1700.4,8190.1,1.0942,36.034,274.38,1699.2,7745.2,9.5125,0.018126,321.76,71.401,23.675,14.205
27.135,0,0.086955,34.782,2.8188,33057,30.074,9.1674,9.8395,1582.7,519.45,581.35,1325,1177.9,14.713,17.762,298.48,1718.8,8212.5,1.0966,36.313,279.45,1717.5,7757.2,9.4959,0.018338,323.43,72.165,24.018,14.411
28.14,0,0.090176,36.071,2.8919,33759,29.867,9.275,10.047,1594.6,519.51,582.74,1331.5,1182.6,14.719,17.845,303.86,1737.2,8234.8,1.099,36.587,284.55,1735.8,7768.9,9.4785,0.018548,325.09,72.928,24.361,14.617
29.145,0,0.093397,37.359,2.9652,34458,29.667,9.4175,10.244,1606.3,519.57,584.14,1337.8,1187.2,14.726,17.928,309.24,1755.6,8256.9,1.1015,36.854,289.64,1754.1,7780.4,9.4603,0.018755,326.72,73.692,24.704,14.822
30.15,0,0.096619,38.647,3.0391,35154,29.471,9.5551,10.431,1617.9,519.64,585.53,1344,1191.7,14.733,18.012,314.64,1774,8278.8,1.104,37.119,294.75,1772.3,7791.8,9.4414,0.01896,328.35,74.455,25.046,15.028
31.155,0,0.09984,39.936,3.1137,35849,29.271,9.6842,10.608,1629.4,519.7,586.94,1350.2,1196.2,14.74,18.097,320.05,1792.3,8300.5,1.1066,37.382,299.87,1790.5,7802.8,9.4221,0.019164,329.95,75.219,25.387,15.232
32.16,0,0.10306,41.224,3.1769,36468,29.127,9.7688,10.764,1638.7,519.77,588.27,1355.7,1199.4,14.747,18.175,324.81,1809.2,8319.8,1.1087,37.577,304.36,1807.3,7812.1,9.4112,0.019319,331.36,75.888,25.694,15.417
33.165,0,0.10628,42.513,3.2441,37047,28.943,9.8253,10.909,1648.8,519.84,589.61,1361.1,1203.4,14.754,18.25,329.63,1825.1,8338.7,1.111,37.805,308.92,1823.1,7821,9.3918,0.019499,332.78,76.551,25.996,15.598
34.17,0,0.1095,43.801,3.3115,37634,28.773,9.8804,11.051,1658.6,519.91,590.97,1366.5,1207.2,14.762,18.327,334.49,1841.2,8357.8,1.1133,38.024,313.52,1839,7829.9,9.3725,0.019672,334.19,77.215,26.303,15.782
35.175,0,0.11272,45.09,3.3795,38219,28.606,9.9315,11.194,1668.4,519.99,592.33,1371.9,1210.9,14.77,18.403,339.37,1857.3,8376.8,1.1156,38.241,318.14,1855,7838.6,9.3529,0.019844,335.6,77.878,26.609,15.965
36.18,0,0.11595,46.378,3.4568,38929,28.397,10.029,11.341,1679.5,520.06,593.69,1377.6,1215.4,14.778,18.492,344.73,1872.5,8396.6,1.1183,38.502,323.22,1870,7848.2,9.3353,0.020049,337.08,78.542,26.941,16.164
37.185,0,0.11917,47.667,3.5419,39723,28.184,10.189,11.495,1691.2,520.14,595.09,1383.9,1220,14.786,18.589,350.75,1888.5,8418.8,1.1214,38.766,328.91,1885.8,7859.7,9.3123,0.020259,338.7,79.206,27.317,16.39
38.19,0,0.12239,48.955,3.6274,40519,27.964,10.313,11.638,1703.2,520.22,596.54,1390.4,1224.9,14.795,18.687,356.68,1904.6,8440.5,1.1244,39.035,334.53,1901.7,7870.3,9.2954,0.020474,340.4,79.869,27.683,16.61
39.195,0,0.12561,50.244,3.7142,41312,27.722,10.413,11.769,1715.5,520.31,597.99,1397.1,1230.2,14.803,18.785,362.59,1920.6,8461.5,1.1276,39.311,340.13,1917.5,7880.4,9.2789,0.020696,342.15,80.518,28.041,16.824
40.2,0,0.12883,51.532,3.7906,42013,27.532,10.48,11.882,1726.1,520.39,599.35,1403,1234.6,14.812,18.876,367.84,1935.1,8480.2,1.1302,39.543,345.1,1931.9,7888.8,9.2678,0.020884,343.69,81.101,28.361,17.017
41.205,0,0.13205,52.821,3.8697,42693,27.32,10.556,11.987,1737.1,520.48,600.65,1408.8,1239.3,14.821,18.965,373.12,1949.3,8498.5,1.133,39.79,350.11,1945.9,7897.3,9.2527,0.021084,345.21,81.684,28.678,17.207
42.21,0,0.13527,54.109,3.9494,43374,27.115,10.628,12.086,1747.9,520.57,601.97,1414.6,1244,14.831,19.055,378.43,1963.5,8516.8,1.1358,40.034,355.14,1959.9,7905.6,9.2374,0.021282,346.73,82.267,28.996,17.398
43.215,0,0.13849,55.397,4.0296,44055,26.914,10.696,12.178,1758.7,520.66,603.29,1420.4,1248.6,14.84,19.146,383.76,1977.6,8535,1.1387,40.275,360.19,1973.9,7913.8,9.2215,0.021478,348.24,82.85,29.315,17.589
44.22,0,0.14171,56.686,4.1106,44736,26.718,10.761,12.263,1769.4,520.75,604.62,1426.1,1253.1,14.85,19.237,389.11,1991.8,8553.1,1.1415,40.513,365.27,1987.8,7921.8,9.2052,0.021673,349.75,83.433,29.634,17.781
45.225,0,0.14494,57.974,4.1933,45413,26.516,10.824,12.342,1780.4,520.85,605.94,1431.9,1258.1,14.86,19.328,394.5,2005.9,8571.1,1.1445,40.758,370.38,2001.7,7929.8,9.1882,0.021874,351.25,84.017,29.954,17.972
46.23,0,0.14816,59.263,4.2774,46095,26.316,10.905,12.419,1791.3,520.95,607.28,1437.6,1263,14.871,19.419,399.95,2020.1,8589.1,1.1476,41.003,375.55,2015.7,7937.7,9.1705,0.022075,352.75,84.6,30.276,18.165
47.235,0,0.15138,60.551,4.3606,46772,26.128,10.999,12.491,1802,521.05,608.62,1443.2,1267.7,14.881,19.512,405.36,2034.2,8606.8,1.1505,41.236,380.68,2029.6,7945.4,9.1531,0.022269,354.23,85.173,30.596,18.358
48.24,0,0.1546,61.84,4.4419,47418,25.947,11.083,12.555,1812.3,521.15,609.93,1448.7,1272.3,14.892,19.601,410.6,2047.9,8623.9,1.1535,41.464,385.66,2043,7952.6,9.1367,0.022458,355.65,85.731,30.905,18.543
49.245,0,0.15782,63.128,4.5247,48062,25.766,11.169,12.615,1822.6,521.25,611.23,1454.1,1276.9,14.903,19.691,415.9,2061.5,8640.9,1.1565,41.693,390.69,2056.4,7959.8,9.1188,0.022648,357.07,86.29,31.216,18.729
50.25,0,0.16104,64.417,4.6074,48692,25.59,11.249,12.666,1832.9,521.36,612.55,1459.5,1281.5,14.914,19.781,421.18,2075.1,8657.9,1.1595,41.918,395.7,2069.8,7966.9,9.0999,0.022836,358.49,86.849,31.525,18.915
51.255,0,0.16426,65.705,4.6905,49321,25.418,11.324,12.715,1843,521.47,613.86,1464.8,1286.1,14.925,19.87,426.46,2088.8,8674.7,1.1626,42.14,400.71,2083.2,7973.8,9.0815,0.023023,359.9,87.408,31.833,19.1
52.26,0,0.16748,66.994,4.7745,49951,25.252,11.369,12.761,1853.1,521.58,615.24,1470.2,1290.6,14.937,19.96,431.79,2102.4,8691.5,1.1657,42.36,405.77,2096.5,7980.3,9.0619,0.023209,361.3,87.967,32.144,19.287
53.265,0,0.17071,68.282,4.8592,50583,25.095,11.392,12.802,1863.1,521.69,616.67,1475.5,1295,14.949,20.05,437.19,2116,8708.4,1.1689,42.575,410.88,2109.9,7986.5,9.0415,0.023391,362.72,88.526,32.459,19.476
54.27,0,0.17393,69.571,4.9449,51216,24.94,11.413,12.838,1873.1,521.81,618.11,1480.9,1299.4,14.961,20.141,442.62,2129.6,8725.3,1.1722,42.789,416.03,2123.2,7992.7,9.0207,0.023573,364.13,89.085,32.776,19.666
55.275,0,0.17715,70.859,5.0294,51903,24.799,11.444,12.867,1882.5,521.93,619.5,1486,1303.5,14.973,20.239,448.06,2142.5,8741.7,1.1755,42.987,421.19,2135.8,7998.7,9.0044,0.023744,365.49,89.604,33.097,19.858
56.28,0,0.18037,72.147,5.1131,52541,24.653,11.481,12.894,1891.9,522.04,620.82,1491,1307.6,14.985,20.333,453.36,2154.7,8757.4,1.1786,43.188,426.21,2147.7,8004.6,8.987,0.023915,366.81,90.102,33.406,20.044
57.285,0,0.18359,73.436,5.1982,53185,24.508,11.52,12.918,1901.2,522.17,622.14,1496,1311.8,14.998,20.427,458.72,2166.9,8773.2,1.1819,43.389,431.3,2159.6,8010.5,8.9688,0.024088,368.13,90.601,33.719,20.231
58.29,0,0.18681,74.724,5.2841,53830,24.356,11.558,12.936,1910.6,522.29,623.46,1501,1316,15.011,20.522,464.12,2179.1,8788.9,1.1853,43.588,436.42,2171.5,8016.3,8.9504,0.02426,369.45,91.1,34.033,20.42
59.295,0,0.19003,76.013,5.3706,54476,24.193,11.591,12.95,1919.9,522.42,624.8,1506,1320.2,15.024,20.618,469.53,2191.3,8804.6,1.1887,43.786,441.56,2183.4,8022.1,8.9319,0.024431,370.76,91.598,34.348,20.609
60.3,0,0.19325,77.301,5.4581,55122,24.031,11.618,12.96,1929.2,522.54,626.14,1510.9,1324.4,15.038,20.714,474.96,2203.5,8820.1,1.1921,43.987,446.71,2195.3,8027.6,8.9134,0.024604,372.06,92.097,34.662,20.797
61.305,0,0.19647,78.59,5.5465,55771,23.871,11.644,12.97,1938.6,522.67,627.49,1515.8,1328.7,15.051,20.811,480.43,2215.8,8835.7,1.1956,44.186,451.9,2207.3,8033.1,8.8946,0.024777,373.37,92.596,34.978,20.987
62.31,0,0.1997,79.878,5.6359,56420,23.714,11.668,12.992,1947.9,522.81,628.84,1520.8,1333,15.065,20.908,485.94,2228,8851.2,1.1992,44.385,457.12,2219.2,8038.5,8.8755,0.024949,374.67,93.094,35.296,21.177
63.315,0,0.20292,81.167,5.7192,57024,23.58,11.683,13.009,1956.4,522.94,630.15,1525.4,1336.8,15.079,21.002,491.14,2239.7,8865.8,1.2025,44.56,462.06,2230.6,8043.5,8.8586,0.025103,375.9,93.555,35.598,21.359
64.32,0,0.20614,82.455,5.803,57599,23.438,11.703,13.024,1964.9,523.08,631.4,1529.9,1340.8,15.092,21.093,496.26,2250.9,8880,1.2058,44.742,466.91,2241.4,8048.3,8.8407,0.025263,377.09,94.011,35.892,21.535
65.325,0,0.20936,83.744,5.8876,58178,23.299,11.722,13.035,1973.5,523.22,632.67,1534.4,1344.8,15.106,21.185,501.43,2262.2,8894.3,1.2092,44.923,471.82,2252.3,8053.2,8.8225,0.025421,378.29,94.468,36.188,21.713
66.33,0,0.21258,85.032,5.9768,58807,23.149,11.756,13.04,1982.4,523.36,633.93,1539,1349.1,15.121,21.283,506.8,2273.1,8908.7,1.2129,45.116,476.92,2262.9,8058.2,8.8046,0.025589,379.51,94.924,36.495,21.897
67.335,0,0.2158,86.321,6.0733,59495,22.986,11.819,13.04,1991.9,523.5,635.22,1543.9,1353.7,15.135,21.387,512.61,2284.3,8924.2,1.217,45.32,482.44,2273.8,8064,8.7842,0.025768,380.82,95.38,36.826,22.096
68.34,0,0.21902,87.609,6.1701,60189,22.83,11.876,13.036,2001.2,523.65,636.52,1548.8,1358.2,15.15,21.492,518.46,2295.6,8939.6,1.2211,45.519,487.98,2284.7,8069.7,8.7642,0.025944,382.12,95.837,37.16,22.296
69.345,0,0.22224,88.897,6.2678,60885,22.671,11.928,13.027,2010.6,523.79,637.83,1553.7,1362.8,15.165,21.597,524.33,2306.9,8955.4,1.2253,45.717,493.56,2295.6,8075.6,8.7434,0.026121,383.42,96.293,37.493,22.496
70.35,0,0.22546,90.186,6.3663,61581,22.518,11.98,13.015,2019.9,523.94,639.15,1558.7,1367.3,15.18,21.704,530.23,2318.2,8971.2,1.2296,45.914,499.16,2306.5,8081.6,8.7231,0.026296,384.72,96.746,37.828,22.697
71.355,0,0.22869,91.474,6.4592,62231,22.383,12.021,13,2028.6,524.1,640.41,1563.3,1371.4,15.195,21.807,535.83,2328.9,8986.1,1.2335,46.094,504.47,2316.9,8087,8.705,0.026457,385.95,97.173,38.147,22.888
72.36,0,0.23191,92.763,6.5536,62873,22.243,12.065,12.984,2037.3,524.25,641.66,1567.8,1375.7,15.211,21.908,541.44,2339.5,9000.9,1.2376,46.279,509.8,2327,8092.4,8.6859,0.026622,387.17,97.6,38.465,23.079
73.365,0,0.23513,94.051,6.6489,63517,22.105,12.13,12.963,2046,524.4,642.92,1572.4,1380,15.227,22.011,547.09,2350.1,9015.7,1.2417,46.462,515.17,2337.3,8097.8,8.6666,0.026787,388.39,98.027,38.784,23.27
74.37,0,0.23835,95.34,6.7451,64163,21.97,12.209,12.94,2054.8,524.56,644.18,1577,1384.3,15.243,22.115,552.78,2360.8,9030.4,1.2459,46.645,520.57,2347.5,8103,8.6472,0.026951,389.61,98.455,39.105,23.463
75.375,0,0.24157,96.628,6.8489,64685,21.723,11.758,12.885,2073.8,524.72,645.83,1579.3,1396.9,15.259,22.213,555.77,2370.3,9032.8,1.2476,47.094,523.55,2356.6,8094.8,8.6898,0.027303,390.21,98.882,39.195,23.517
76.38,0,0.24479,97.917,6.9522,65589,21.691,12.402,12.892,2073,524.89,646.87,1586.9,1393.2,15.276,22.336,565.14,2383.6,9062.4,1.2553,47.018,532.3,2369.5,8114.8,8.6025,0.027291,392.24,99.309,39.804,23.882
77.385,0,0.24801,99.205,7.0367,66108,21.58,12.421,12.871,2080.6,525.05,648.02,1590.6,1397,15.293,22.429,569.94,2392.7,9074.2,1.2588,47.185,536.87,2378.1,8118.2,8.5894,0.027439,393.24,99.736,40.07,24.042
78.39,0,0.25,100,7.107,66743,21.54,12.464,12.834,2085.8,525.15,649.2,1594.4,1398.9,15.303,22.521,574.76,2402.5,9087.1,1.2624,47.257,541.41,2387.6,8122.4,8.5747,0.027515,394.26,100,40.359,24.215
79.395,0,0.25,100,7.0954,66755,21.598,12.394,12.825,2084.4,525.15,649.33,1594.2,1397.8,15.303,22.525,574.39,2403,9086.4,1.2617,47.212,541.04,2388.1,8120.9,8.5834,0.027477,394.19,100,40.349,24.209
80.4,0,0.25,100,7.0961,66747,21.591,12.401,12.827,2084.5,525.15,649.3,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.217,541.04,2388,8121,8.5826,0.027481,394.18,100,40.347,24.208
81.405,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
82.41,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
83.415,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
84.42,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
85.425,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
86.43,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
87.435,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
88.44,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
89.445,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
90.45,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
91.455,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
92.46,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
93.465,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
94.47,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
95.475,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
96.48,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
97.485,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
98.49,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
99.495,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
100.5,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
101.5,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
102.51,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
103.52,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
104.52,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
105.52,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
106.53,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
107.53,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
108.54,0,0.25,100,7.0961,66748,21.592,12.4,12.827,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
