time,alt,MN,TRA,Wf,Fn,SmHPC,SmLPC,SmFan,T48,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,phi,Ps30,NfR,NcR,BPR,farB,htBleed,PCNfRdmd,W31,W32
25.125,0,0.11418,45.673,3.419,38434,28.436,10.014,11.246,1674.8,520.02,592.75,1374.4,1214.2,14.773,18.432,341.68,1862.5,8384.6,1.1169,38.422,320.35,1860,7843.2,9.3328,0.01998,336.22,78.179,26.738,16.043
26.13,0,0.11875,47.5,3.5359,39496,28.116,10.199,11.461,1691.3,520.13,594.66,1382.8,1221.1,14.785,18.563,349.72,1884,8414.1,1.1211,38.811,327.98,1881.3,7858.1,9.303,0.020286,338.41,79.12,27.234,16.341
27.135,0,0.12332,49.327,3.6583,40627,27.8,10.383,11.665,1708.4,520.25,596.7,1392.1,1228.2,14.797,18.702,358.19,1906.8,8444.9,1.1255,39.196,335.99,1903.9,7873.4,9.2784,0.020594,340.84,80.061,27.756,16.654
28.14,0,0.12789,51.155,3.7736,41709,27.509,10.503,11.842,1724.5,520.37,598.73,1401.1,1234.7,14.81,18.838,366.18,1928.9,8473.5,1.1296,39.542,343.56,1925.7,7886.6,9.2604,0.020876,343.19,80.93,28.245,16.947
29.145,0,0.13245,52.982,3.8849,42677,27.217,10.603,11.993,1739.9,520.49,600.6,1409.3,1241.3,14.823,18.965,373.63,1949,8499.5,1.1335,39.888,350.62,1945.6,7898.5,9.2407,0.021155,345.35,81.757,28.693,17.216
30.15,0,0.13702,54.809,3.9985,43646,26.928,10.705,12.132,1755.3,520.62,602.47,1417.6,1247.9,14.836,19.093,381.19,1969.1,8525.4,1.1375,40.232,357.79,1965.5,7910.3,9.2188,0.021436,347.5,82.584,29.146,17.488
31.155,0,0.14159,56.636,4.1132,44614,26.649,10.799,12.256,1770.5,520.75,604.35,1425.7,1254.4,14.85,19.222,388.78,1989.3,8551.2,1.1416,40.57,364.98,1985.3,7921.8,9.1961,0.021713,349.64,83.411,29.6,17.76
32.16,0,0.14616,58.464,4.2302,45577,26.37,10.887,12.368,1785.8,520.89,606.24,1433.9,1261.2,14.864,19.351,396.42,2009.4,8576.7,1.1458,40.912,372.23,2005.1,7933.1,9.1724,0.021993,351.77,84.238,30.053,18.032
33.165,0,0.15073,60.291,4.3497,46545,26.092,11.022,12.475,1801.2,521.03,608.14,1441.9,1268.1,14.879,19.482,404.17,2029.5,8602.2,1.1501,41.253,379.58,2024.9,7944.2,9.1474,0.022276,353.89,85.06,30.51,18.306
34.17,0,0.1553,62.118,4.465,47470,25.842,11.141,12.568,1815.8,521.17,610,1449.7,1274.5,14.894,19.61,411.63,2049,8626.5,1.1543,41.571,386.66,2044.1,7954.5,9.1245,0.02254,355.92,85.852,30.952,18.571
35.175,0,0.15986,63.945,4.5826,48375,25.588,11.261,12.647,1830.4,521.32,611.86,1457.3,1281,14.91,19.737,419.15,2068.3,8650.7,1.1586,41.893,393.79,2063.1,7964.7,9.0984,0.022809,357.93,86.645,31.392,18.835
36.18,0,0.16443,65.773,4.7005,49271,25.345,11.369,12.719,1844.8,521.47,613.73,1464.9,1287.5,14.926,19.864,426.65,2087.7,8674.6,1.1629,42.208,400.91,2082.1,7974.6,9.0724,0.023074,359.93,87.437,31.831,19.098
37.185,0,0.169,67.6,4.8199,50165,25.113,11.427,12.783,1859.1,521.63,615.7,1472.5,1293.8,14.942,19.992,434.23,2107,8698.5,1.1674,42.518,408.1,2101,7983.7,9.0446,0.023336,361.93,88.23,32.273,19.364
38.19,0,0.17357,69.427,4.941,51064,24.893,11.459,12.838,1873.2,521.8,617.73,1480.1,1300.1,14.959,20.121,441.92,2126.4,8722.5,1.172,42.821,415.39,2120,7992.5,9.0155,0.023594,363.93,89.023,32.721,19.633
39.195,0,0.17814,71.255,5.0588,52011,24.701,11.493,12.879,1886.4,521.96,619.71,1487.4,1305.7,14.977,20.257,449.52,2144.6,8745.5,1.1765,43.095,422.59,2137.9,8000.8,8.9927,0.02383,365.84,89.757,33.17,19.902
40.2,0,0.1827,73.082,5.1784,52915,24.494,11.548,12.916,1899.6,522.13,621.56,1494.4,1311.7,14.995,20.39,457.05,2161.8,8767.7,1.1811,43.381,429.74,2154.6,8009.2,8.9676,0.024075,367.71,90.464,33.609,20.165
41.205,0,0.18727,74.909,5.3002,53830,24.278,11.601,12.943,1912.9,522.31,623.45,1501.5,1317.6,15.013,20.525,464.7,2179.1,8790.1,1.1858,43.664,436.99,2171.5,8017.5,8.9417,0.024319,369.58,91.171,34.054,20.433
42.21,0,0.19184,76.736,5.4235,54747,24.047,11.643,12.962,1926.2,522.49,625.34,1508.5,1323.6,15.032,20.661,472.37,2196.5,8812.2,1.1907,43.948,444.27,2188.4,8025.4,8.916,0.024564,371.43,91.878,34.499,20.699
43.215,0,0.19641,78.564,5.5486,55666,23.821,11.68,12.973,1939.4,522.67,627.25,1515.5,1329.7,15.051,20.798,480.11,2213.8,8834.2,1.1956,44.23,451.61,2205.3,8033.3,8.8896,0.024808,373.28,92.585,34.947,20.968
44.22,0,0.20098,80.391,5.6741,56583,23.605,11.714,13.004,1952.4,522.86,629.17,1522.5,1335.6,15.07,20.936,487.89,2231.2,8856.1,1.2006,44.504,458.99,2222.2,8040.9,8.863,0.025047,375.12,93.28,35.396,21.238
45.225,0,0.20555,82.218,5.7911,57412,23.417,11.733,13.026,1964.3,523.05,630.98,1528.9,1341,15.09,21.066,495.13,2247.4,8876.4,1.2053,44.751,465.86,2237.9,8047.7,8.8395,0.025265,376.82,93.927,35.815,21.489
46.23,0,0.21011,84.045,5.9113,58232,23.219,11.761,13.043,1976.4,523.25,632.78,1535.3,1346.7,15.11,21.197,502.46,2263.3,8896.6,1.2101,45.009,472.81,2253.4,8054.6,8.8137,0.02549,378.52,94.574,36.235,21.741
47.235,0,0.21468,85.873,6.0408,59148,23.001,11.819,13.047,1989.3,523.45,634.56,1541.9,1352.9,15.13,21.338,510.22,2278.8,8917.3,1.2155,45.288,480.19,2268.3,8062,8.7878,0.025734,380.27,95.222,36.678,22.007
48.24,0,0.21925,87.7,6.1785,60131,22.776,11.906,13.043,2002.7,523.66,636.4,1548.9,1359.4,15.151,21.486,518.52,2294.7,8939.3,1.2213,45.573,488.07,2283.8,8070.2,8.759,0.025986,382.12,95.869,37.151,22.291
49.245,0,0.22382,89.527,6.3175,61119,22.551,11.978,13.03,2016,523.87,638.26,1555.8,1365.9,15.172,21.636,526.86,2310.7,8961.7,1.2273,45.854,495.99,2299.3,8078.6,8.7297,0.026236,383.97,96.516,37.624,22.574
50.25,0,0.22839,91.355,6.4522,62074,22.354,12.043,13.01,2028.5,524.08,640.1,1562.6,1371.8,15.194,21.785,535,2326.4,8983.5,1.2331,46.114,503.71,2314.4,8086.6,8.7031,0.026469,385.76,97.133,38.088,22.853
51.255,0,0.23295,93.182,6.5859,62983,22.158,12.103,12.986,2040.8,524.3,641.88,1569,1377.9,15.216,21.929,542.95,2341.4,9004.4,1.2389,46.374,511.25,2328.8,8094.2,8.6764,0.026702,387.49,97.739,38.538,23.123
52.26,0,0.23752,95.009,6.7216,63898,21.964,12.211,12.956,2053.2,524.52,643.66,1575.5,1384,15.239,22.076,550.99,2356.5,9025.3,1.2448,46.634,518.89,2343.3,8101.8,8.6491,0.026936,389.22,98.345,38.991,23.395
53.265,0,0.24209,96.836,6.8651,64683,21.656,11.743,12.887,2076.1,524.75,645.88,1579.5,1398.5,15.262,22.217,556.17,2370.5,9033,1.248,47.169,523.96,2356.7,8094.7,8.6884,0.027364,390.29,98.951,39.2,23.52
54.27,0,0.24666,98.664,7.005,65838,21.593,12.446,12.887,2078.1,524.98,647.4,1589,1396.1,15.285,22.382,567.87,2388,9068.9,1.2575,47.144,534.91,2373.6,8117.3,8.5914,0.0274,392.8,99.557,39.947,23.968
55.275,0,0.25,100,7.1116,66673,21.491,12.501,12.844,2086.8,525.15,649.01,1594.3,1399.8,15.303,22.511,574.63,2401.2,9086.4,1.2626,47.296,541.31,2386.4,8122.9,8.57,0.027547,394.22,100,40.338,24.203
56.28,0,0.25,100,7.0955,66766,21.601,12.392,12.823,2084.3,525.15,649.35,1594.2,1397.7,15.303,22.527,574.44,2403.2,9086.5,1.2617,47.209,541.08,2388.3,8120.9,8.5837,0.027475,394.2,100,40.353,24.212
57.285,0,0.25,100,7.0961,66747,21.591,12.4,12.825,2084.5,525.15,649.3,1594.1,1397.9,15.303,22.524,574.38,2402.8,9086.3,1.2617,47.217,541.03,2388,8121,8.5827,0.027481,394.18,100,40.347,24.208
58.29,0,0.25,100,7.0962,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.4,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
59.295,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
60.3,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
61.305,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
62.31,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
63.315,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
64.32,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
65.325,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
66.33,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
67.335,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
68.34,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
69.345,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
70.35,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
71.355,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
72.36,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
73.365,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
74.37,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
75.375,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
76.38,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
77.385,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
78.39,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
79.395,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
80.4,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
81.405,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
82.41,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
83.415,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
84.42,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
85.425,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
86.43,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
87.435,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
88.44,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
89.445,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
90.45,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
91.455,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
92.46,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
93.465,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
94.47,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
95.475,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
96.48,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
97.485,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
98.49,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
99.495,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
100.5,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
101.5,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
102.51,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
103.52,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
104.52,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
105.52,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
106.53,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
107.53,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
108.54,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
109.55,0,0.25,100,7.0961,66749,21.592,12.4,12.825,2084.5,525.15,649.31,1594.2,1397.9,15.303,22.524,574.39,2402.9,9086.3,1.2617,47.216,541.04,2388,8121,8.5827,0.02748,394.19,100,40.348,24.209
